НАЗВА,КРАЇНА ,Програма,Ступінь ,Ціна,Початок навчання,Стипендії,Тривалість,Форма навчання,Опис прог
Leiden University,Нідерланди,Security Studies,Бакалавр,12743 £/год,Вересень ,?,3 роки,Денна,
Leiden University,Нідерланди,South and Southeast Asian Studies,Бакалавр,9227 £/год,Вересень ,?,3 роки,Денна,
Leiden University,Нідерланди,Computer Science and Advanced Data Analytics,Магістратура,15643 £/год,Вересень ,?,2 роки,Денна,
Leiden University,Нідерланди,Computer Science and Science-Based Business,Магістратура,15643 £/год,Вересень ,?,2 роки,Денна,
Leiden University,Нідерланди,Drug & Target Discovery,Магістратура,15643 £/год,Вересень ,?,2 роки,Денна,
Leiden University,Нідерланди,Mathematics and Science Communication and Society,Магістратура,15643 £/год,Вересень ,?,2 роки,Денна,
Leiden University,Нідерланди,Mathematics and Science-Based Business,Магістратура,15643 £/год,Вересень ,?,2 роки,Денна,
Leiden University,Нідерланди,Methodology and Statistics in Psychology,Магістратура,15643 £/год,Вересень ,?,1 рік,Денна,
Leiden University,Нідерланди,Physics and Science-Based Business,Магістратура,15643 £/год,Вересень ,?,2 роки,Денна,
Leiden University,Нідерланди,Research in Chemistry,Магістратура,15643 £/год,Вересень ,?,2 роки,Денна,
Leiden University,Нідерланди,"Research in Physics, Biological and Soft Matter Physics",Магістратура,15643 £/год,Вересень ,?,2 роки,Денна,
Leiden University,Нідерланди,Statistical Science,Магістратура,15643 £/год,Вересень ,?,2 роки,Денна,
Utrecht University,Нідерланди,Drug Development,Бакалавр,17772 £/год,Вересень ,?,3 роки,Денна,
Utrecht University,Нідерланди,Economics and Business Economics,Бакалавр,7997 £/год,Вересень ,?,3 роки,Денна,
Utrecht University,Нідерланди,Global Sustainability Science,Бакалавр,10663 £/год,Вересень ,?,3 роки,Денна,
Utrecht University,Нідерланди,History,Бакалавр,7997 £/год,Вересень ,?,3 роки,Денна,
Utrecht University,Нідерланди,Liberal Arts and Sciences,Бакалавр,7618 £/год,Лютий,?,3 роки,Денна,
Utrecht University,Нідерланди,Liberal Arts and Sciences,Бакалавр,8349 £/год,Лютий,?,3 роки,Денна,
Utrecht University,Нідерланди,Artificial Intelligence,Магістратура,15995 £/год,Лютий,?,2 роки,Денна,
Utrecht University,Нідерланди,Business Informatics,Магістратура,15995 £/год,Лютий,?,2 роки,Денна,
Utrecht University,Нідерланди,Computing Science,Магістратура,15995 £/год,Лютий,?,2 роки,Денна,
Utrecht University,Нідерланди,Earth Surface and Water,Магістратура,15995 £/год,Вересень ,?,2 роки,Денна,
Utrecht University,Нідерланди,Energy Science,Магістратура,15995 £/год,Вересень ,?,2 роки,Денна,
Utrecht University,Нідерланди,Experimental Physics,Магістратура,15995 £/год,Лютий,?,2 роки,Денна,
Utrecht University,Нідерланди,Geographical Information Management and Applications,Магістратура,15995 £/год,Вересень ,?,2 роки,Денна,
Utrecht University,Нідерланди,Innovation Sciences,Магістратура,15995 £/год,Вересень ,?,2 роки,Денна,
Utrecht University,Нідерланди,Mathematical Sciences,Магістратура,15995 £/год,Лютий,?,2 роки,Денна,
Utrecht University,Нідерланди,Science and Business Management,Магістратура,15995 £/год,Лютий,?,2 роки,Денна,
Utrecht University,Нідерланди,Sustainable Development,Магістратура,15995 £/год,Вересень ,?,2 роки,Денна,
